현토,빈도,TAM범주,주요범주
하고하야하고하고러니하야는으로하야하야하다하고하고하야이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
는이오는이라에하며에어늘아,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
이하야하고이라로하고하야라도이러니,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
어늘는오니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
가한대리라오로되하니리라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
이하여은고로이라하나니이라이호리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
은하니오하니라하고하나니이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하고하야이라가하고하리라라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
하고하며하고이라은하니오하니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하야하야이어늘하야하니오하다으로하야이로되에하니이라하고으로하야하야하니이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하야하니하야에러니하야라하야하야이어늘하야하니오하다,3,"deontic_mood, retrospective_aspect, interrogative_mood",deontic_mood
에하다하고하야이라가하고하리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
하니리라에한대이라하니라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
이하여할새러니에이라로라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하야러니하야하고하니라하야하야하고하야하야하야하야하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
를이니면오하니라하니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하니라하니하다이러니하다,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
에하니이라이면하고하리라이라하다,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
하되이이라하니잇가,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
는하야하고하야하야이라이이러니이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
이요이면이니이라리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
은라가니이시리오,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
나에하고에는오는이오는이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
은잇고,3,interrogative_mood,interrogative_mood
이하더니이리오,3,"epistemic_mood, retrospective_aspect, interrogative_mood",epistemic_mood
은오은오은라이면하고이면하고이면이라이오이오이니면이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하고니라하야늘를오,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
라하여하여리오하여라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
이라하니라은오은오은라이면하고이면하고이면이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하니면이라하니오라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
은로하여라에러니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
은라은이러니로에하고하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하다하고러니하야이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
는니하야오이하니하야라에하야에라하야라에하야하고이라이라와에하야하니하야이라이여고하고이라하야하노라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
은하고은호되하리라하고하니라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
오라에하니리라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
할새하야러니하야하야하고하야하고가하고하고이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
러니를하니하다에이로되하야한대으로이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
로이라할새하야러니,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
이요이면하리니이라호리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
어니오하니이라은라하고하야하니이라가하니이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
는라나하고이러니이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하야하니라에하니이라이면하고하리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
이리오하야하야하노라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
은라이하여하시니이어시든하여라로하시며에도이라로이러니,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
라에어늘하야라가하야하면이리오,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
은라에하여하니하여하고면러니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
오에하니라하야하니하니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
은니이나이라이니오,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
러니로에하니하야하다에하니하야이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
에하여하니하여하고면러니라로하니이요라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
면리라하고하니하라리오은라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
하니이라하니오하니오에하니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
저컨대은오은라하야늘하니오하니라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
에하야이러니하니라는로되하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
이러니하야으로히하야어늘하니리오하다하고하다,3,"epistemic_mood, retrospective_aspect, interrogative_mood",epistemic_mood
에이나라하야하니어늘오하니라라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
에하여하고이러니라이요이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
는이요은라로은니이오는니이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하니라하고하니이라하니라오은라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하며하고하며하여라에리오,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
하고로되와오하야는하야니이다는이요며도라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
에호되하야하야이라하다에이나라하야하니어늘오하니,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
에하야에하야이러니에이라어늘한대하야이라하고하다,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
에하야이러니하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
는할새하여하여하니이라로는하여하여이러니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
이이라로이러니에이이라로하니은하여니이면라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
할새하야이라가하야오하니하니은이라니이다하다,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
은러니하야하야하고하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
라가하다할새하야이라가하야오하니하니은이라니이다,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하고하야하고하니라하야호리라하다,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
이라라가하야하니러라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
라가하야하니러라하야가이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
니요니이니라에로러니,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하여이라로이라에러니하니아,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
에과이니하면리이다요면이라하고이라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
로면하고하리니하여라은니요은니라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
가하니릿가이라하니오,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
과에하야라에요하리니에하라하더니,3,"epistemic_mood, deontic_mood, retrospective_aspect",epistemic_mood
가며이이라하니이다하고하니이오니이다,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
한대는니하리라하니며리오,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
는에라하니요라이나하여하여이러니에하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
로이오이며이오오이라은이니저,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
하야에하니이라에하야한대하야하야하야하니러라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
로어늘이라하니에하야러라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하니라로이오이며이오오이라,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
는하고는하며는니라이니라도리라,3,"epistemic_mood, deontic_mood, declarative_mood",epistemic_mood
아은라,3,deontic_mood,deontic_mood
하니리오에하노라,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
으로에하다에이라하고이러니,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
가호대이라요이라이니는나는이니으로에오,3,"declarative_mood, deontic_mood, interrogative_mood",declarative_mood
러니에라하야하니요이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
면라리오,3,"epistemic_mood, deontic_mood, interrogative_mood",epistemic_mood
에러니에이라어늘하니이하다,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하고는라으로하니를러니이하사이라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
에이러니에하다에하야하야하야하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
하고하니에러라하야이오,3,"deontic_mood, retrospective_aspect, interrogative_mood",deontic_mood
에요에하여하니이라이이라로러니에하여하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
러시니하고하여할새하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
이이라로러니에하여하니라에는이요라하니라,3,"declarative_mood, deontic_mood, retrospective_aspect",declarative_mood
